Words,Word Frequency,Part of Speech
ran,1,NN
ablaut,1,RB
furthermore,1,RB
inflection,1,NN
modifies,1,NNS
elaborates,1,VBZ
derivation,1,NN
existing,1,VBG
inflectional,1,JJ
singing,1,NN
sung,1,JJ
derivational,1,JJ
singer,1,NN
agentive,1,JJ
er,1,NN
86,1,CD
morphological,2,JJ
formation,4,NN
syntactically,1,RB
forming,1,JJ
strings,1,NNS
morpho,1,VBP
isolating,1,VBG
analytic,1,JJ
correspondence,1,NN
aspect,2,NN
most,1,RBS
notably,1,RB
smaller,2,JJR
bonus,2,NN
good,3,JJ
consists,3,VBZ
bon,1,NN
indicates,1,VBZ
masculine,2,JJ
gender,3,NN
singular,3,JJ
nominative,5,JJ
fusional,2,NN
fused,1,VBD
morpheme,4,JJ
agglutinative,1,JJ
stringing,1,NN
chains,1,NNS
unit,1,NN
an,4,DT
turkish,2,JJ
evlerinizden,1,NN
houses,1,NNS
ev,1,VBP
ler,1,NN
iniz,1,NN
den,1,NN
house,1,NN
plural,1,JJ
greatest,2,JJS
extent,1,NN
polysynthetic,2,JJ
persian,1,JJ
nafahmidamesh,1,NN
na,3,TO
fahm,1,VB
id,1,JJ
esh,1,JJ
negation,2,NN
complexity,2,NN
yupik,1,NN
tuntussuqatarniksatengqiggtuq,1,NN
going,3,VBG
hunt,2,NN
reindeer,3,NN
tuntu,2,NN
ssur,1,NN
qatar,1,NN
ni,1,IN
ksaite,1,JJ
ngqiggte,1,JJ
uq,1,JJ
third,1,JJ
indicative,2,JJ
except,1,IN
isolation,1,NN
87,1,CD
cross,3,NN
agreement,1,NN
inflected,1,VBD
agree,1,JJ
subjects,2,NNS
types,5,NNS
require,1,VBP
basque,2,NN
ikusi,1,NN
nauzu,1,NN
saw,1,VBD
auxiliary,1,JJ
au,1,NN
zu,2,NN
similar,5,JJ
agrees,1,NNS
subject,8,JJ
prefix,1,VBP
directly,1,RB
transliterated,1,VBN
88,1,CD
syntactical,2,JJ
love,3,NN
constrained,1,VBD
constraints,1,NNS
slaves,4,NNS
cursing,2,VBG
master,4,NN
mean,2,NN
conversely,1,RB
dominus,3,JJ
servos,3,NN
vituperabat,2,NN
reprimanding,1,VBG
accusative,3,JJ
showing,2,VBG
91,1,CD
rule,2,NN
inverse,1,NN
exists,3,VBZ
explains,2,VBZ
talking,3,VBG
lucy,1,NNS
turned,1,VBD
becomes,7,NNS
who,1,WP
latter,1,VBP
placing,1,VBG
special,2,JJ
emphasis,1,NN
thereby,1,RB
slightly,1,RB
altering,1,VBG
grouping,2,VBG
occupy,1,JJ
tree,2,NN
levels,4,NNS
92,1,CD
to,1,TO
cat,3,VB
sat,2,JJ
mat,3,NN
constituted,1,VBD
prepositional,3,JJ
divided,1,VBN
preposition,1,NN
93,2,CD
reason,2,NN
element,2,NN
carried,3,VBD
treated,4,JJ
decision,1,NN
made,4,VBD
emphasize,1,JJ
moving,1,VBG
forward,1,RB
there,3,EX
formalist,1,JJ
analyze,1,NN
universals,3,NNS
belong,4,VBP
correlate,1,JJ
94,3,CD
constituents,1,NNS
svo,1,JJ
snake,2,VBP
s,1,JJ
bit,2,NN
v,1,JJ
corresponding,2,VBG
gamilaraay,2,NN
uyugu,1,JJ
ama,1,NN
ayn,1,NN
yi,1,NN
sov,2,VBD
95,2,CD
relevant,1,JJ
typological,2,JJ
parameter,1,NN
corresponds,1,VBZ
parameters,1,NNS
prepositions,2,NNS
postpositions,2,NNS
correlations,1,NNS
implicational,1,JJ
96,1,CD
97,1,CD
classify,1,NN
actors,1,NNS
clauses,1,VBZ
pronoun,3,JJ
ergative,3,JJ
instead,1,RB
agents,2,NNS
patients,2,NNS
participant,1,JJ
patient,1,NN
giving,1,VBG
only,1,JJ
roles,2,NNS
map,1,VBP
onto,1,IN
making,1,VBG
differently,1,RB
tripartite,1,RB
98,1,CD
arisen,1,NNS
completely,3,RB
their,1,PRP$
occurrence,1,NN
might,2,MD
due,5,VB
laws,1,NNS
evolving,1,VBG
convergent,1,JJ
solutions,1,NNS
recurring,1,VBG
solve,2,NN
contexts,1,NN
transmission,1,NN
while,2,IN
communities,8,NNS
elders,1,NNS
peers,1,NNS
transmit,2,VBP
plethora,1,JJ
tasks,1,NNS
adapted,1,VBD
generations,2,NNS
perpetually,1,RB
diversifying,1,VBG
converging,1,VBG
contact,11,JJ
descent,2,JJ
modification,1,NN
leads,1,VBZ
phylogenetic,1,JJ
99,1,CD
organisms,1,NNS
readily,2,RB
diffusion,4,VBP
come,2,VBN
frequently,3,RB
increased,1,VBN
globalizing,1,VBG
small,5,JJ
becoming,1,VBG
endangered,6,VBN
shift,5,NN
afford,1,NN
possibility,1,NN
participate,1,VBP
influential,1,JJ
important,5,JJ
deixis,4,NN
describes,1,JJ
entities,2,NNS
uttered,1,VBD
designates,3,NNS
moment,1,NN
conventions,2,NNS
101,1,CD
patterned,1,VBD
perform,1,NN
tangible,1,JJ
act,2,NN
naming,1,VBG
name,3,NN
someone,3,NN
wife,1,NN
contract,1,NN
marriage,1,NN
acts,2,VBZ
although,2,IN
102,1,CD
actually,1,RB
dinner,1,NN
table,2,JJ
asks,1,NNS
can,1,MD
reach,1,VB
salt,2,JJ
length,1,NN
arms,1,NNS
addressed,1,VBD
request,1,NN
pass,3,NN
implied,1,VBD
conversational,1,JJ
implicatures,1,NNS
appropriate,1,JJ
situations,3,NNS
competence,1,NN
103,1,CD
healthy,1,JJ
normally,2,RB
beings,1,NNS
whichever,1,RB
receive,1,VBP
sufficient,2,JJ
exposure,2,NN
104,1,CD
requires,2,VBZ
direct,1,JJ
teaching,1,VBG
specialized,2,JJ
naturalist,1,NN
tendency,1,NN
art,1,NN
proceeds,1,NNS
fairly,1,RB
regular,5,JJ
sequence,1,NN
wide,1,JJ
variation,1,NN
timing,1,VBG
infants,1,NNS
published,1,VBN
2013,1,CD
indicated,1,JJ
unborn,1,JJ
fetuses,1,NNS
105,1,CD
106,1,CD
from,2,IN
birth,1,NN
newborns,1,NNS
respond,1,VB
month,2,NN
babies,1,NNS
six,1,CD
months,4,NNS
child,6,JJ
begin,2,VBP
babbling,1,VBG
handshapes,1,NNS
eighteen,1,JJ
holophrases,1,NNS
begins,1,VBZ
telegraphic,1,JJ
short,1,JJ
adult,3,NN
roughly,2,RB
five,2,CD
refined,1,VBD
resembles,1,NNS
107,1,CD
108,1,CD
additional,3,JJ
daily,1,JJ
life,1,NN
courses,1,NNS
likely,2,JJ
achieve,1,VBP
native,6,JJ
fluency,1,NN
adults,1,NNS
rare,2,JJ
speaker,5,NN
influenced,1,VBD
learner,1,JJR
knows,1,VBZ
109,1,CD
norms,3,NNS
community,4,NN
speaks,2,VBZ
signalling,2,VBG
signal,2,JJ
affiliation,1,NN
subgroups,1,NNS
anthropologists,3,VBZ
sociolinguists,1,NNS
ethnolinguists,1,VBZ
110,1,CD
term,2,NN
varieties,6,NNS
geographically,1,RB
socioculturally,1,RB
dialects,6,VBZ
jargons,1,NNS
styles,2,NNS
subcultures,1,NNS
sociologists,1,NNS
style,2,NN
111,1,CD
displaying,1,VBG
constructing,2,VBG
salient,1,JJ
markers,1,NNS
divisions,2,NNS
groups,6,NNS
imply,1,VBP
membership,2,NN
ethnic,1,JJ
minority,3,NN
status,1,NN
112,1,CD
registers,2,NNS
hierarchies,1,NNS
stylistic,1,JJ
men,1,NNS
women,1,NNS
listening,1,VBG
dyirbal,1,JJ
married,1,VBN
everyday,1,JJ
items,1,NNS
mother,1,CC
law,2,NN
113,1,CD
distance,1,NN
114,2,CD
addressing,2,VBG
surname,1,NN
titles,1,NNS
mrs,1,VBP
boy,1,JJ
doctor,1,NN
your,1,PRP$
honor,1,NN
highly,2,RB
codified,1,VBD
east,2,JJ
asia,9,NN
thai,2,NN
burmese,1,JJ
javanese,1,NN
higher,1,JJR
lower,1,JJR
rank,1,NN
oneself,1,PRP
ranking,2,VBG
lowest,1,JJS
gods,1,NNS
royalty,1,NN
highest,1,JJS
literacy,3,NN
technology,2,NN
representing,1,VBG
useful,1,JJ
store,1,NN
amounts,1,NNS
retrieve,1,VBP
distances,1,NNS
conventionally,1,RB
genres,1,NNS
takes,1,VBZ
evidence,2,NN
explicit,1,JJ
education,2,NN
115,1,CD
invention,2,NN
bronze,1,NN
4th,1,CD
millennium,1,NN
archaic,1,JJ
cuneiform,1,NN
egyptian,2,JJ
hieroglyphs,1,NN
earliest,2,JJS
emerging,1,VBG
literate,1,JJ
symbol,1,NN
3400,1,CD
3200,1,CD
coherent,1,NN
2600,1,CD
agreed,1,VBD
debate,1,NN
1200,1,CD
columbian,1,JJ
mesoamerican,2,JJ
olmec,1,NN
adopt,1,VB
invent,1,JJ
happens,3,NNS
discourse,2,VBP
initially,1,RB
evaluated,1,VBN
negatively,1,RB
consider,2,VB
decay,1,NN
slipping,1,VBG
inevitable,1,JJ
116,1,CD
replacement,2,NN
complete,1,JJ
loss,5,NN
introduction,1,NN
conditioned,1,VBD
changed,1,VBN
occurs,5,NNS
vicinity,1,NN
assumed,1,VBN
expected,2,VBN
apply,1,RB
mechanically,1,RB
whenever,1,JJ
conditions,1,NNS
met,1,VBD
irrespective,1,JJ
factors,2,NNS
on,1,IN
sporadic,1,JJ
affecting,1,VBG
seeming,1,VBG
regularity,1,NN
simple,2,JJ
triggers,1,NNS
chain,1,NN
happened,1,VBD
germanic,3,JJ
grimm,1,NN
original,1,JJ
previous,2,JJ
f,1,NNS
italic,1,JJ
pater,1,NN
pisces,1,NNS
father,1,VBP
fish,1,JJ
117,1,CD
spelling,1,VBG
current,1,JJ
brought,2,NN
orthography,1,NN
synchronization,1,NN
source,2,NN
erosion,1,NN
increasingly,1,RB
indistinct,1,JJ
shortens,1,NNS
leaving,1,VBG
mea,1,NN
domina,1,NN
eventually,4,RB
madame,1,VBZ
118,1,CD
idioms,2,NNS
constructions,2,NNS
grammaticalized,1,VBD
erode,1,RB
unconsciously,1,RB
compensate,1,VB
lost,2,VBN
caribbean,3,JJ
spanish,5,NN
eroded,1,VBD
away,1,RB
standard,2,JJ
marking,1,VBG
como,1,NN
te,3,NN
llamas,1,NN
komo,2,NN
jamas,1,NN
tu,1,NN
jama,1,NN
119,1,CD
gradual,1,JJ
petrification,1,NN
movement,1,NN
fledged,1,VBD
gon,1,NN
motivated,2,VBN
difficult,1,JJ
aurally,1,RB
drift,1,VBZ
120,1,CD
causes,2,NNS
emblematic,1,JJ
ideologies,1,NNS
wish,1,JJ
issues,1,NNS
politics,1,NNS
profound,1,IN
121,1,CD
resulting,1,VBG
interact,3,JJ
122,1,CD
multilingualism,1,NN
norm,1,JJ
multilingual,3,JJ
before,2,IN
ethno,1,JJ
national,2,JJ
monolingualism,2,NN
characteristic,1,JJ
mainly,1,RB
populations,2,NNS
inhabiting,1,VBG
islands,1,NNS
but,2,CC
ideology,1,NN
desirable,1,JJ
political,4,JJ
arrangement,1,NN
spread,2,NN
250,1,CD
countries,3,NNS
6000,1,CD
123,1,CD
closely,1,RB
typical,1,JJ
influence,1,NN
through,1,IN
sustained,2,VBN
long,1,RB
periods,1,NNS
diffuse,1,RB
converge,1,VBP
lead,3,NN
unrelated,1,JJ
share,1,NN
documented,1,VBN
balkan,1,JJ
ethiopian,1,JJ
south,4,NN
europe,2,NN
southeast,3,NN
widespread,1,JJ
areal,1,NN
124,1,CD
125,1,CD
variety,1,NN
convergence,1,NN
borrowing,1,VBG
relexification,1,NN
mixed,4,JJ
pidgins,1,NNS
learns,1,NNS
simplified,1,VBD
comes,1,VBZ
pidgin,5,JJ
generation,2,NN
learners,1,NNS
greater,1,JJR
tok,1,NN
pisin,1,NN
official,1,NN
papua,2,NN
guinea,3,NN
arose,1,VBD
austronesian,4,JJ
krey,1,NN
ayisyen,1,JJ
haiti,1,NN
michif,1,NN
canada,1,VBD
cree,1,JJ
126,1,CD
diversity,5,NN
sil,1,NN
ethnologue,5,NN
defines,2,NNS
living,3,VBG
exact,1,JJ
varies,1,NNS
precision,1,NN
2016,1,CD
cataloged,1,VBD
097,1,CD
129,1,CD
establishes,1,NNS
mutual,2,JJ
intelligibility,2,NN
conservative,1,JJ
classifications,1,NNS
danish,2,JJ
jutish,1,JJ
127,1,CD
389,1,CD
population,7,NN
remaining,1,VBG
global,1,JJ
notwithstanding,2,VBG
famous,1,JJ
aphorism,1,NN
attributed,1,VBD
max,1,JJ
weinreich,1,JJ
army,1,NN
navy,1,VBD
130,1,CD
override,1,IN
determining,1,VBG
hakka,2,JJ
cantonese,2,JJ
swedish,1,JJ
norwegian,1,JJ
yugoslav,2,NNP
civil,2,JJ
war,2,NN
serbo,1,NN
croatian,2,JJ
normative,1,JJ
sociopolitical,1,JJ
reasons,1,NNS
serbian,1,JJ
hinge,1,NN
considerations,1,NNS
131,1,CD
grouped,2,VBD
ancestry,1,NN
recognize,1,NN
possibly,1,RB
depth,1,VBZ
at,1,IN
dozens,1,NNS
isolates,2,NNS
zuni,1,VBP
mexico,2,JJ
pur,1,NN
pecha,1,NN
ainu,1,IN
japan,1,NN
burushaski,1,NN
pakistan,1,VBP
132,2,CD
133,4,CD
hindustani,1,NN
urdu,1,NN
achieved,1,VBD
prevalence,1,NN
eurasian,1,JJ
migration,1,NN
period,1,NN
c,1,VBD
400,1,CD
800,1,CD
citation,1,NN
needed,1,VBN
subsequently,1,RB
colonial,1,JJ
expansion,1,NN
politically,1,RB
numerically,1,RB
americas,3,JJ
134,3,CD
home,3,NN
largest,2,JJS
niger,2,NN
congo,2,NN
shona,1,NN
yoruba,1,NNP
afroasiatic,1,JJ
populous,2,JJ
semitic,1,JJ
sahara,1,NN
region,2,NN
berber,1,NNP
hausa,1,NN
stretch,1,NN
madagascar,1,NN
maritime,1,NN
oceania,1,NN
malagasy,1,JJ
m,1,NN
ori,1,NN
samoan,1,NN
indigenous,3,JJ
indonesia,1,NN
taiwan,2,NN
3000,1,CD
oceanic,1,JJ
island,1,NN
hopping,1,VBG
nautical,1,JJ
turkic,1,NN
austroasiatic,1,JJ
khmer,1,NN
tai,1,NN
kadai,1,NN
west,1,NN
quechumaran,1,NN
arawak,1,IN
tupi,1,NN
guarani,1,NN
america,2,JJ
uto,1,JJ
aztecan,1,JJ
oto,1,NN
manguean,1,JJ
mayan,1,NN
mesoamerica,1,NN
dene,1,NN
iroquoian,1,JJ
algonquian,1,JJ
north,1,NN
australia,1,JJ
pama,1,NN
nyungan,1,JJ
endangerment,3,NN
risk,1,NN
falling,1,VBG
die,1,JJ
dead,1,JJ
gone,1,VBN
disappearing,1,VBG
accelerated,1,JJ
rate,1,NN
centuries,1,NNS
globalization,1,VBP
neo,1,JJ
colonialism,1,NN
economically,1,RB
powerful,1,JJ
dominate,2,VBP
135,3,CD
disappear,1,NN
of,1,IN
136,1,CD
2010,1,CD
united,1,JJ
nations,1,NNS
educational,1,JJ
organization,1,NN
unesco,1,NN
operates,1,VBZ
safe,1,JJ
vulnerable,1,JJ
severely,1,RB
oldest,2,JJS
critically,1,RB
semi,1,JJ
claims,1,NNS
better,1,RBR
franca,1,RB
esperanto,1,JJ
harms,1,NNS
biblical,1,JJ
narrative,1,JJ
tower,1,NN
babel,1,NN
testament,1,NN
conflict,1,NN
33,1,CD
contradicted,1,VBD
episodes,1,NNS
violence,1,NN
taken,1,VBN
low,1,JJ
genocide,1,JJ
rwanda,1,NN
stable,1,JJ
137,1,CD
projects,1,NNS
aim,1,VBP
prevent,1,JJ
slow,1,JJ
revitalizing,1,VBG
promoting,1,VBG
enacted,1,VBN
legislation,1,NN
protect,1,NN
stabilize,1,NN
counteracted,1,VBD
documenting,1,VBG
posterity,1,NN
138,1,CD
notes,2,NNS
commentary,1,JJ
citations,1,NNS
cited,1,VBD
external,1,JJ
