Words,Word Frequency,Part of Speech
sizes,1,VBP
lamps,1,JJ
metal,1,NN
pottery,1,NN
single,1,JJ
muraqqas,1,VBP
albums,1,NNS
Calligraphy,1,NNP
inscriptions,1,NNS
Bara,1,NNP
Gumbad,1,NNP
Delhi,1,NNP
Typical,1,NNP
lamp,1,NN
enamelled,1,VBD
glass,1,NN
Ayat,1,NNP
Nur,1,NNP
Verse,1,NNP
Light,1,NNP
Shahizinda,1,NNP
mausoleum,1,NN
Samarkand,1,NNP
Uzbekistan,1,NNP
decoration,1,NN
leaves,1,VBZ
gold,1,NN
contoured,1,VBD
brown,1,JJ
ink,1,NN
horizontal,1,JJ
format,1,NN
admirably,1,RB
suited,1,VBD
Abbasid,1,NNP
caliphs,1,NN
Manuscript,1,NNP
Text,1,NNP
varying,1,VBG
lengths,1,JJ
migration,1,NN
vice,1,NN
versa,1,NN
titles,1,NNS
arranged,1,VBD
decreasing,1,VBG
size,1,NN
connected,1,VBN
occurrences,1,NNS
presence,1,NN
letter,1,NN
Queen,1,NNP
Sheba,1,NNP
92,1,CD
total,1,VBP
236,1,CD
varies,1,NNS
bismillahs,1,RB
counted,1,VBD
separately,1,RB
addition,1,NN
division,1,NN
ways,1,NNS
dividing,1,VBG
convenience,1,NN
ajz,1,NN
izb,1,JJ
hizb,1,NN
four,1,CD
rub,1,NN
ahzab,1,NN
manzil,1,NN
zil,1,NN
week,1,NN
provided,1,VBD
semantical,1,JJ
resembling,1,NN
paragraphs,1,NN
comprising,1,VBG
section,1,NN
ruk,1,NN
Muqatta,1,NNP
ur,1,JJ
muqa,1,NN
disjoined,1,VBD
disconnected,1,VBN
mysterious,1,JJ
combinations,1,NNS
figuring,1,VBG
basmala,1,NN
96,1,CD
faw,1,NN
tih,1,NN
openers,1,NNS
Four,1,CD
muqatta,1,NN
Q,1,NNP
unknown,1,JJ
abbreviations,1,NNS
either,1,CC
estimate,1,VBP
430,1,CD
994,1,CD
183,1,CD
stems,1,VBZ
382,1,CD
lemmas,1,NN
685,1,CD
roots,1,NNS
97,1,CD
Narratives,1,NNP
ethical,1,JJ
regarding,1,VBG
outline,1,JJ
lessons,1,NNS
pertaining,1,VBG
indication,1,NN
authenticity,1,NN
allusive,1,JJ
debated,1,VBN
Monotheism,1,NNP
monotheism,1,NN
depicted,1,VBD
omniscient,1,JJ
omnipotent,1,NN
255,1,CD
omnipotence,1,NN
creator,1,NN
everything,1,NN
253,1,CD
beings,1,NNS
utter,1,JJ
dependence,1,NN
better,1,JJR
depends,1,NNS
acknowledging,1,VBG
accordingly,1,RB
cosmological,1,JJ
contingency,1,NN
arguments,1,NNS
prove,1,VBP
needs,1,NNS
originator,1,VBP
whatever,1,WDT
exists,1,VBZ
sufficient,1,JJ
cause,1,NN
Besides,1,NNP
design,1,NN
contemplation,1,NN
fault,1,NN
Can,1,NNP
flaw,1,NN
100,1,CD
Eschatology,1,NNP
eschatology,1,NN
fate,1,NN
reckoned,1,VBD
estimated,1,VBN
eschatological,1,JJ
next,1,JJ
conjunction,1,NN
Believe,1,NNP
44,1,CD
preparations,1,NNS
closeness,1,VBP
warn,1,NN
prepared,1,JJ
imminent,1,JJ
deal,1,NN
situations,1,NNS
represent,1,VBP
Be,1,NNP
respectful,1,JJ
Hour,1,NNP
thing,1,NN
vivid,1,NN
depiction,1,NN
happen,1,VB
End,1,NNP
Time,1,NNP
immortality,1,NN
causes,1,VBZ
die,1,NN
raises,1,VBZ
bodily,1,RB
Messengers,1,NNS
delivered,1,VBD
identical,1,JJ
humankind,1,NN
Nothing,1,NN
lord,1,VBP
Command,1,NNP
forgiveness,1,RB
Grievous,1,NNP
Penalty,1,NNP
103,1,CD
Angels,1,NNPS
acting,1,VBG
deliver,1,RB
mortal,1,NN
behind,1,IN
veil,1,JJ
sending,1,VBG
reveal,1,JJ
permission,1,NN
whatsoever,1,RB
Ethico,1,NNP
Belief,1,NNP
morality,1,NN
tried,1,VBD
determine,1,JJ
semantic,1,JJ
contents,1,NNS
believer,1,RB
ethico,1,NNS
righteous,1,JJ
conduct,1,NN
linked,1,VBN
awareness,1,NN
emphasizing,1,VBG
importance,1,NN
accountability,1,NN
encounter,1,NN
invited,1,VBN
acts,1,NNS
needy,1,JJ
Believers,1,NNP
spend,1,VBP
wealth,1,NN
night,1,NN
secret,1,JJ
promised,1,VBN
reward,1,RB
fear,1,JJ
grieve,1,VBP
105,1,CD
affirms,1,NNS
family,1,NN
legislating,1,VBG
divorce,1,JJ
inheritance,1,NN
usury,1,VBP
gambling,1,VBG
receive,1,NN
significant,1,JJ
salat,1,NN
fasting,1,VBG
conducted,1,VBN
prostration,1,NN
zakat,1,NN
Charity,1,NNP
106,1,CD
Encouragement,1,NNP
astrophysicist,1,VBP
Nidhal,1,NNP
pseudo,1,NN
highlighted,1,VBN
encouragement,1,JJ
provides,1,VBZ
developing,1,VBG
107,1,CD
writes,1,NNS
danger,1,NN
conjecturing,1,NN
proofs,1,NNS
Bring,1,NNP
truthful,1,JJ
theological,1,JJ
cites,1,NNS
Ghaleb,1,NNP
Hasan,1,NNP
definition,1,NN
Also,1,RB
authority,1,NN
Lastly,1,NNP
assertions,1,NNS
rejections,1,NNS
108,1,CD
Faruqi,1,NNP
Taha,1,NNP
Jabir,1,NNP
Alalwani,1,NNP
reawakening,1,VBG
civilization,1,NN
biggest,1,JJS
obstacle,1,NN
route,1,NN
heritage,1,NN
tafseer,1,NN
inhibit,1,NN
epidemiological,1,JJ
systematic,1,JJ
109,1,CD
philosopher,1,NN
Iqbal,1,NNP
methodology,1,NN
epistemology,1,NN
110,1,CD
750,1,CD
encouraged,1,VBN
recommended,1,JJ
scientists,1,NNS
Battani,1,NNP
Mohammad,1,NNP
Hashim,1,NNP
Kamali,1,NNP
rationality,1,NN
tools,1,NNS
achieve,1,VBP
goals,1,NNS
laid,1,VBN
Ziauddin,1,NNP
Sardar,1,NNP
built,1,VBD
case,1,NN
foundations,1,NNS
highlighting,1,VBG
calls,1,NNS
observe,1,VBP
reflect,1,VBP
phenomenon,1,NN
physicist,1,NN
Abdus,1,NNP
Nobel,1,NNP
Prize,1,NNP
banquet,1,NN
quoted,1,VBD
effect,1,NN
physicists,1,NNS
deeper,1,IN
wonder,1,NN
excited,1,VBN
dazzlement,1,NN
gaze,1,NN
113,1,CD
core,1,NN
contradiction,1,NN
allows,1,VBZ
opinion,1,NN
spirit,1,NN
reflection,1,NN
extraordinary,1,JJ
civilizational,1,JJ
highlights,1,NNS
Haytham,1,NNP
pioneers,1,NNS
empiricism,1,NN
approach,1,NN
breaking,1,VBG
Aristotle,1,NNP
giving,1,VBG
careful,1,JJ
differentiate,1,NN
metaphysics,1,NNS
advised,1,VBD
empirically,1,RB
probing,1,VBG
remain,1,VBP
outside,1,JJ
limits,1,NNS
considerations,1,NNS
115,1,CD
devices,1,NNS
employ,1,VBP
phonetic,1,JJ
assist,1,NN
efforts,1,NNS
recall,1,VBP
116,1,CD
rhymed,1,VBD
partakes,1,NNS
description,1,NN
runs,1,VBZ
risk,1,NN
failing,1,VBG
convey,1,JJ
rhythmic,1,JJ
poetic,1,JJ
Rhyme,1,NNP
relatively,1,RB
throw,1,NN
rhyming,1,VBG
prominence,1,NN
effectiveness,1,NN
impressed,1,VBD
conscience,1,NN
hearers,1,NNS
Frequently,1,RB
rhyme,1,NN
signals,1,NNS
discussion,1,NN
expository,1,NN
117,1,CD
seems,1,VBZ
middle,1,JJ
nonlinear,1,JJ
akin,1,JJ
web,1,JJ
net,1,JJ
exhibit,1,NN
lack,1,NN
continuity,1,NN
absence,1,NN
repetitiousness,1,NN
Michael,1,NNP
critic,1,JJ
Norman,1,NNP
acknowledges,1,VBZ
seeming,1,VBG
disorganization,1,NN
fragmented,1,VBD
mode,1,JJ
composition,1,NN
capable,1,JJ
effects,1,NNS
intensity,1,NN
shattering,1,VBG
vehicle,1,NN
120,1,CD
121,1,CD
addresses,1,NNS
repetitiveness,1,NN
seeing,1,VBG
speaks,1,NNS
Stefan,1,NNP
demonstrates,1,VBZ
metatextuality,1,NN
classifying,1,VBG
interpreting,1,VBG
justifying,1,VBG
Self,1,NNP
referentiality,1,NN
news,1,NN
naba,1,JJ
furqan,1,NN
designating,1,VBG
explicitly,1,RB
asserting,1,VBG
Divinity,1,NNP
blessed,1,VBD
Remembrance,1,NNP
denying,1,VBG
122,1,CD
frequent,1,JJ
tags,1,NNS
true,1,JJ
Would,1,NNP
dispute,1,NN
concerning,1,VBG
123,1,CD
sparked,1,VBD
huge,1,JJ
explication,1,NN
aimed,1,VBN
clarifying,1,VBG
import,1,NN
finding,1,VBG
activities,1,NNS
125,1,CD
included,1,VBD
Companions,1,NNP
Khattab,1,NNP
ood,1,VBD
Abbas,1,NNP
Ubayy,1,NNP
Thaabit,1,NNP
Moosaa,1,NNP
Ash,1,NNP
ari,1,VBD
Zubayr,1,NNP
126,1,CD
days,1,NNS
confined,1,VBD
background,1,NN
occasionally,1,RB
Because,1,IN
converts,1,NNS
catch,1,NN
fluent,1,VBP
reconciling,1,VBG
conflict,1,NN
erudite,1,VBP
perhaps,1,RB
career,1,VB
appropriate,1,JJ
canceling,1,VBG
abrogating,1,VBG
sikh,1,JJ
mans,1,NNS
kh,1,VBP
127,1,CD
128,1,CD
maintain,1,NN
129,1,CD
Urdu,1,NNP
Tafseer,1,NNP
Kabir,1,NNP
130,1,CD
Commentary,1,NNP
Holy,1,NNP
131,1,CD
attempts,1,NNS
unveil,1,JJ
Sufism,1,NNP
metaphysical,1,JJ
dimensions,1,NNS
consciousness,1,VBP
Sands,1,NNP
suggestive,1,JJ
declarative,1,JJ
isharat,1,NN
They,1,PRP
possibilities,1,VBP
demonstrate,1,JJ
insights,1,NNS
writer,1,NN
133,1,CD
Annabel,1,NNP
Keeler,1,NNP
exemplifies,1,NNS
appointed,1,VBD
spoke,1,VBD
My,1,NNP
show,1,NN
Let,1,NNP
standing,1,VBG
firm,1,NN
Himself,1,NNP
crumble,1,NN
fell,1,VBD
unconscious,1,JJ
recovered,1,VBD
Glory,1,NNP
repent,1,NN
desire,1,NN
denied,1,VBD
suffer,1,NN
Beloved,1,NNP
able,1,JJ
crumbles,1,NNS
faints,1,NNS
sight,1,JJ
thousands,1,NNS
traveled,1,VBD
distances,1,NNS
left,1,VBN
annihilation,1,NN
beloved,1,VBN
wayfarer,1,VBP
longing,1,VBG
suffering,1,VBG
lead,1,JJ
realization,1,NN
134,1,CD
Husayn,1,NNP
indicates,1,VBZ
accordance,1,RB
meant,1,JJ
return,1,NN
returning,1,VBG
rightly,1,RB
denotation,1,NN
transcend,1,NN
comprehension,1,NN
run,1,VBP
principles,1,JJ
practical,1,JJ
injunctions,1,NNS
forth,1,NN
transpires,1,VBZ
transpiration,1,NN
spiritual,1,JJ
objective,1,JJ
ordaining,1,VBG
aim,1,JJ
attribute,1,JJ
actual,1,JJ
story,1,NN
135,1,CD
firmly,1,RB
rooted,1,VBN
imams,1,JJ
statement,1,NN
knows,1,VBZ
valid,1,JJ
opposing,1,VBG
qualifying,1,VBG
clause,1,NN
137,1,CD
concludes,1,NNS
purified,1,VBD
extent,1,NN
Acceptable,1,JJ
implicit,1,NN
ultimately,1,RB
comprehended,1,VBD
coming,1,VBG
going,1,VBG
sitting,1,VBG
satisfaction,1,NN
sorrow,1,NN
apparently,1,RB
attributed,1,VBD
Unacceptable,1,JJ
transfers,1,NNS
method,1,VBP
inconsistencies,1,NNS
gained,1,VBD
considerable,1,JJ
acceptance,1,NN
applied,1,VBD
correct,1,JJ
decisive,1,JJ
ambiguous,1,JJ
alike,1,NN
sublime,1,NN
dressed,1,VBN
bring,1,JJ
bit,1,NN
minds,1,NNS
respect,1,VBP
proverbs,1,JJ
picture,1,NN
mind,1,NN
hearer,1,VBD
clearly,1,RB
grasp,1,NN
intended,1,VBD
138,1,CD
notable,1,JJ
authors,1,NNS
prior,1,RB
1021,1,CD
haqaiq,1,JJ
Truths,1,NNP
compilation,1,NN
onwards,1,NNS
1074,1,CD
Daylami,1,NNP
1193,1,CD
Shirazi,1,NNP
1209,1,CD
Suhrawardi,1,NNP
1234,1,CD
plus,1,CC
contributions,1,NNS
Maybudi,1,NNP
1135,1,CD
kashf,1,NN
asrar,1,NN
1273,1,CD
vast,1,JJ
amount,1,NN
mystical,1,JJ
heavy,1,NN
omitted,1,VBD
exceptional,1,JJ
citations,1,NNS
elaboration,1,NN
mention,1,NN
139,1,CD
Simnani,1,NNP
1336,1,CD
reconciled,1,VBD
notions,1,NNS
sentiments,1,NNS
Comprehensive,1,NNP
Hakki,1,NNP
Bursevi,1,NNP
1725,1,CD
ruh,1,NN
Bayan,1,NNP
Spirit,1,NNP
Elucidation,1,NNP
voluminous,1,JJ
Written,1,NNP
combines,1,VBZ
predecessors,1,NNS
notably,1,RB
Arabi,1,NNP
Ghazali,1,NNP
Levels,1,NNP
Unlike,1,NNP
Zahiri,1,NNP
restricted,1,VBD
essential,1,JJ
inward,1,NN
Henry,1,NNP
external,1,JJ
exoteric,1,JJ
conceals,1,NNS
image,1,NN
celestial,1,JJ
Spheres,1,NNP
enclosed,1,VBD
depths,1,JJ
eradicate,1,NN
invalidate,1,NN
142,1,CD
considers,1,NNS
play,1,VBP
gnosiology,1,NN
prophetology,1,NN
Commentaries,1,NNP
involves,1,VBZ
taking,1,VBG
slant,1,JJ
contrast,1,NN
literalism,1,NN
followed,1,VBD
Zahiris,1,NNP
hermeneutical,1,JJ
ex,1,NN
converted,1,VBN
Christianity,1,NNP
Their,1,NNP
reinterpretation,1,NN
geared,1,VBD
apologetics,1,NNS
less,1,RBR
contextualizes,1,JJ
systematizes,1,NNS
identifying,1,VBG
abrogated,1,VBD
following,1,VBG
grammatical,1,JJ
preference,1,NN
retrieval,1,NN
concession,1,NN
144,1,CD
Translations,1,NNPS
Translating,1,NNP
problematic,1,JJ
reproduced,1,VBD
145,1,CD
Furthermore,1,NNP
accurate,1,JJ
Nevertheless,1,NNP
African,1,JJ
Asian,1,JJ
translator,1,VBP
Salman,1,NNP
Fatiha,1,NNP
seventh,1,VBD
146,1,CD
completed,1,VBD
884,1,CD
Alwar,1,NNP
Sindh,1,NNP
Pakistan,1,NNP
orders,1,NNS
Aziz,1,NNP
Hindu,1,NNP
Raja,1,NNP
Mehruk,1,NNP
147,1,CD
fully,1,RB
attested,1,VBN
done,1,VBN
Samanid,1,NNP
king,1,VBG
961,1,CD
976,1,CD
Khorasan,1,NNP
translate,1,NN
students,1,NNS
Ansari,1,NNP
Najm,1,NNP
Hafs,1,NNP
Nasafi,1,NNP
survived,1,VBD
holds,1,VBZ
Negus,1,NNP
Abyssinia,1,NNP
Byzantine,1,NNP
Heraclius,1,NNP
permissibility,1,NN
1936,1,CD
2010,1,CD
rriyet,1,JJ
Daily,1,NNP
News,1,NNP
Economic,1,NNP
Review,1,NNP
presented,1,VBD
International,1,NNP
Exhibition,1,NNP
148,1,CD
Robert,1,NNP
Ketton,1,NNP
1143,1,CD
Peter,1,NNP
Venerable,1,NNP
Lex,1,NNP
Mahumet,1,NNP
pseudoprophete,1,NN
149,1,CD
Alexander,1,NNP
Ross,1,NNP
offered,1,VBD
1649,1,CD
French,1,NNP
Andre,1,NNP
1734,1,CD
George,1,NNP
Sale,1,NNP
Richard,1,NNP
Bell,1,NNP
1937,1,CD
Arthur,1,NNP
Arberry,1,NNP
1955,1,CD
150,1,CD
besides,1,IN
151,1,CD
favored,1,VBN
archaic,1,JJ
constructions,1,NNS
conventional,1,JJ
equivalents,1,NNS
Yusuf,1,NNP
M,1,NNP
Marmaduke,1,NNP
Pickthall,1,NNP
singular,1,JJ
ye,1,NN
thou,1,NN
152,1,CD
Gurumukhi,1,NNP
Sharif,1,NNP
Gurmukhi,1,NNP
village,1,NN
Lande,1,NNP
Moga,1,NNP
district,1,NN
Punjab,1,NNP
1911,1,CD
153,1,CD
interlinear,1,JJ
Ilkhanid,1,NNP
vernacular,1,NN
Andr,1,NNP
Title,1,NNP
1772,1,CD
Chinese,1,NNP
Recitation,1,NNP
Rules,1,NNP
determines,1,NNS
detail,1,VBP
syllable,1,JJ
pronounced,1,JJ
pay,1,NN
elisions,1,NNS
sounded,1,VBD
kept,1,JJ
covers,1,NNS
consonants,1,NNS
articulation,1,VBP
phonemes,1,NNS
rules,1,NNS
resumption,1,VBP
musical,1,JJ
melodious,1,JJ
avoid,1,VBP
native,1,JJ
speakers,1,NNS
program,1,NN
training,1,NN
countries,1,NNS
Egypt,1,NNP
Egyptian,1,JJ
El,1,NNP
Minshawy,1,NNP
Hussary,1,NNP
Basit,1,NNP
Mustafa,1,NNP
154,1,CD
155,1,CD
156,1,CD
157,1,CD
Southeast,1,NNP
Asia,1,NNP
class,1,NN
evidenced,1,VBD
popularity,1,NN
woman,1,NN
Maria,1,NNP
Ulfah,1,NNP
Jakarta,1,NNP
murattal,1,JJ
slower,1,JJR
pace,1,NN
Mujawwad,1,NNP
slow,1,JJ
deploys,1,NNS
heightened,1,VBD
technical,1,JJ
artistry,1,NN
melodic,1,JJ
modulation,1,NN
performances,1,NNS
trained,1,VBD
experts,1,NNS
mujawwad,1,VBP
reciter,1,NN
seeks,1,NN
involve,1,NN
listeners,1,NNS
158,1,CD
Variant,1,NNP
Vocalization,1,NNP
markers,1,NNS
indicating,1,VBG
sounds,1,VBZ
lacked,1,VBD
marks,1,NNS
enabling,1,VBG
multiple,1,JJ
Baghdad,1,NNP
Muj,1,NNP
hid,1,VBP
famous,1,JJ
establishing,1,VBG
trustworthiness,1,NN
cities,1,NNS
Mecca,1,NNP
Basra,1,NNP
Damascus,1,NNP
six,1,CD
reporting,1,VBG
ahruf,1,NN
modes,1,NNS
Today,1,NNP
af,1,VBP
796,1,CD
Warsh,1,NNP
812,1,CD
Aasim,1,NNP
Najud,1,NNP
745,1,CD
Nafi,1,NNP
Madani,1,NNP
785,1,CD
respectively,1,RB
elaborate,1,JJ
system,1,NN
modified,1,VBD
minute,1,NN
Asim,1,NNP
printings,1,NNS
160,1,CD
Melchert,1,NNP
supply,1,NN
conceivably,1,RB
reflecting,1,VBG
dialectal,1,JJ
eight,1,CD
line,1,NN
161,1,CD
Nasser,1,NNP
categorizes,1,NNS
subtypes,1,VBZ
internal,1,JJ
gemination,1,NN
shaddah,1,NN
assimilation,1,NN
alternation,1,NN
162,1,CD
Occasionally,1,RB
shows,1,VBZ
compatibility,1,NN
Syrian,1,JJ
shown,1,VBN
Amir,1,NNP
ad,1,NN
Dimashqi,1,NNP
163,1,CD
suggests,1,VBZ
bears,1,NNS
vocalization,1,NN
himsi,1,NN
region,1,NN
164,1,CD
Before,1,IN
adopted,1,VBD
calligraphers,1,NNS
ij,1,VBP
nevertheless,1,RB
confirm,1,JJ
stage,1,NN
Probably,1,RB
thicker,1,NN
strokes,1,NNS
Toward,1,NNP
replace,1,VB
reason,1,NN
discontinuation,1,NN
increasing,1,VBG
Copyists,1,NNS
therefore,1,RB
choose,1,VBP
simpler,1,NN
Beginning,1,NNP
primarily,1,RB
naskh,1,VBZ
muhaqqaq,1,JJ
ray,1,NN
rarer,1,NN
thuluth,1,NN
Iberia,1,NNP
Maghrib,1,NNP
More,1,NNP
Bihari,1,NNP
solely,1,RB
north,1,JJ
Nasta,1,NNP
165,1,CD
added,1,VBD
Since,1,IN
costly,1,JJ
purchase,1,NN
mosques,1,NNS
accessible,1,JJ
productivity,1,NN
best,1,JJS
response,1,NN
unpopularity,1,NN
aesthetic,1,JJ
reasons,1,NNS
166,1,CD
Folio,1,NNP
Blue,1,NNP
kufic,1,VBD
Eighth,1,NNP
maghribi,1,VBD
13th,1,CD
muhaqaq,1,NN
15th,1,CD
shikasta,1,JJ
nastaliq,1,JJ
Printing,1,NNP
Wood,1,NNP
block,1,NN
extracts,1,VBZ
167,1,CD
Pope,1,NNP
Julius,1,NNP
II,1,NNP
1503,1,CD
1512,1,CD
distribution,1,NN
Middle,1,NNP
Christians,1,NNP
168,1,CD
Venice,1,NNP
1537,1,CD
1538,1,CD
market,1,NN
Paganino,1,NNP
Alessandro,1,NNP
169,1,CD
contained,1,VBD
errors,1,NNS
170,1,CD
Two,1,CD
pastor,1,VBP
Hinckelmann,1,NNP
Hamburg,1,NNP
1694,1,CD
171,1,CD
Italian,1,JJ
priest,1,NN
Ludovico,1,NNP
Maracci,1,NNP
Padua,1,NNP
1698,1,CD
172,1,CD
Printed,1,VBD
met,1,VBN
opposition,1,NN
anything,1,NN
empire,1,NN
1483,1,CD
penalty,1,NN
173,1,CD
ban,1,NN
lifted,1,VBD
Ibrahim,1,NNP
Muteferrika,1,NNP
1729,1,CD
Except,1,NNP
Hebrew,1,NNP
unrestricted,1,VBD
Empire,1,NNP
1786,1,CD
Catherine,1,NNP
Great,1,NNP
Russia,1,NNP
sponsored,1,VBD
Tatar,1,NNP
Mullah,1,NNP
Osman,1,NNP
responsible,1,JJ
producing,1,VBG
1787,1,CD
reprinted,1,JJ
1790,1,CD
1793,1,CD
1803,1,CD
Kazan,1,NNP
Iran,1,NNP
1828,1,CD
1842,1,CD
officially,1,RB
sanctioned,1,VBN
finally,1,RB
Constantinople,1,JJ
1875,1,CD
1877,1,CD
First,1,NNP
Constitutional,1,NNP
177,1,CD
178,1,CD
Gustav,1,NNP
Fl,1,NNP
gel,1,NN
1834,1,CD
Leipzig,1,NNP
close,1,RB
Azhar,1,NNP
1924,1,CD
result,1,NN
preparation,1,NN
Criticism,1,NNP
Regarding,1,NNP
refere,1,RB
preexisting,1,VBG
supposed,1,VBN
older,1,JJR
heretic,1,JJ
apocryphic,1,JJ
talmudic,1,JJ
Due,1,NNP
rejection,1,NN
Crucifixion,1,NNP
suspect,1,JJ
Manichaean,1,NNP
dualistic,1,NN
believing,1,NN
influences,1,VBZ
Christopher,1,NNP
Hitchens,1,NNP
little,1,JJ
poorly,1,RB
structured,1,VBN
plagiarisms,1,NNS
situation,1,NN
seemed,1,VBD
Abrogation,1,NNP
acknowledgment,1,NN
contradicting,1,VBG
Simultaneously,1,NNP
unnecessary,1,JJ
deficit,1,NN
ilmi,1,NN
predicts,1,VBZ
Critics,1,NNS
allegedly,1,RB
facts,1,VBZ
biology,1,NN
evolution,1,NN
fallacies,1,NNS
unscientific,1,VBP
179,1,CD
180,1,CD
181,1,CD
predictions,1,NNS
ambiguity,1,JJ
calling,1,VBG
lacks,1,NNS
clarity,1,NN
criticisms,1,VBP
attitude,1,NN
asserted,1,VBN
commanding,1,VBG
strike,1,NN
disobedient,1,NN
wives,1,VBZ
carnality,1,NN
commandments,1,NNS
warfare,1,VBP
Relationship,1,NNP
Who,1,NNP
thee,1,VBD
confirming,1,VBG
went,1,VBD
Law,1,NNP
186,1,CD
attributes,1,VBZ
relationship,1,NN
former,1,JJ
187,1,CD
Christoph,1,NNP
Luxenberg,1,NNP
Syro,1,NNP
Aramaic,1,NNP
Reading,1,NNP
188,1,CD
recounts,1,NNS
stories,1,NNS
Jewish,1,NNP
Tanakh,1,NNP
devotional,1,JJ
Apocrypha,1,NNP
Midrash,1,NNP
Enoch,1,NNP
Noah,1,NNP
Eber,1,NNP
Shelah,1,NNP
Lot,1,NNP
Ishmael,1,NNP
Isaac,1,NNP
Jacob,1,NNP
Job,1,NNP
Jethro,1,NNP
David,1,NNP
Elijah,1,NNP
Elisha,1,NNP
Jonah,1,NNP
Aaron,1,NNP
Zechariah,1,NNP
Baptist,1,NNP
189,1,CD
alluded,1,VBD
Mary,1,NNP
190,1,CD
Relationships,1,NNP
groups,1,NNS
Bah,1,NNP
Druze,1,NNP
Unitarian,1,JJ
Universalists,1,NNP
similarities,1,NNS
Protoevangelium,1,NNP
Thomas,1,NNP
Pseudo,1,NNP
Matthew,1,NNP
191,1,CD
192,1,CD
193,1,CD
gospel,1,NN
led,1,VBD
194,1,CD
Arab,1,NNP
rise,1,NN
alphabet,1,RB
rapidly,1,RB
Wadad,1,NNP
Kadi,1,NNP
Near,1,NNP
Languages,1,NNP
Civilizations,1,NNP
Mustansir,1,NNP
Mir,1,NNP
Youngstown,1,NNP
State,1,NNP
195,1,CD
quite,1,NN
activity,1,NN
emergence,1,NN
founding,1,VBG
reached,1,VBD
utmost,1,JJ
capacity,1,NN
highest,1,JJS
complexity,1,NN
sophistication,1,NN
exaggeration,1,NN
post,1,NN
exerted,1,VBN
noticeable,1,JJ
particularly,1,RB
oaths,1,JJ
v,1,NN
metaphors,1,NNS
motifs,1,VBP
idioms,1,JJ
expressions,1,NNS
loaded,1,VBD
formulaic,1,JJ
phrases,1,NNS
practically,1,RB
genres,1,NNS
abundance,1,VBP
impossible,1,JJ
compile,1,NN
full,1,JJ
entirely,1,RB
corpus,1,VBP
express,1,NN
endowed,1,VBN
root,1,NN
See,1,NNP
Notes,1,NNP
outstanding,1,JJ
merit,1,NN
affirmed,1,VBD
fecund,1,RB
elevated,1,VBN
compare,1,NN
References,1,NNP
Citations,1,NNP
Bibliography,1,NNP
Further,1,NNP
Introductory,1,NNP
Traditional,1,NNP
Topical,1,NNP
Encyclopedias,1,NNP
Academic,1,NNP
journals,1,NNS
External,1,NNP
links,1,VBZ
browsers,1,NNS
Word,1,NNP
analysis,1,NN
Manuscripts,1,NNP
