Words,Word Frequency,Part of Speech
ingesting,1,VBG
ill,1,JJ
doses,1,NNS
hours,1,NNS
poison,1,NN
takes,1,VBZ
glycosides,1,NNS
hydrolyzed,1,VBN
ion,1,NN
released,1,VBN
84,1,CD
library,1,JJ
medicine,1,NN
hazardous,1,JJ
substances,1,NNS
data,1,NNS
bank,1,NN
records,1,NNS
poisoning,1,VBG
consuming,1,VBG
85,1,CD
see,1,NN
references,1,NNS
books,1,NNS
